title,condition,url,agency,introduce,kind
한국 지오파크의 지형,진행중,http://www.kmooc.kr/courses/course-v1:ChungbukK+Chungbuk_10+2022_02/about,충북대학교,"
◼ 우리나라 국가지질공원(Geopark)에 분포하는 지형에 대한 이해
◼ 우리나라의 여러 지오파크 지역을 사례로 각 지오파크 지형의 특성 및 형성과정 파악
◼ 여러 지형 및 자연 경관과 인간 생활 간의 상호작용에 대한 이해


한국지오파크의 지형은 우리나라의 여러 지오파크에 분포하는 지형들에 대해 소개하는 강의입니다.

지오파크(Geopark)는 뛰어난 지형, 지질 경관을 보전하고 활용하기 위해 지정된 공원을 말합니다. 본 강의에서는 각
주차별로 우리나라의 여러 지오파크를 방문하여 그 안에 나타나는 지형들의 특성과 형성과정을 살펴보고, 지오파크의 아름다운
자연 경관을 느낄 수 있게 해드릴 예정입니다.

본 강의에서 다루게 될 지오파크 지역은 울릉도와 독도, 제주도, 부산, 청송, 경북 동해안, 백령도와 대청도, 무등산,
진안·무주, 전북 서해안, 한탄강 일대, 강원도 일대입니다.

수강생 여러분들은 본 강좌를 수강함으로써 지형학적 지식을 쌓을 수 있을 뿐만 아니라, 자연 환경과 인간 생활 간의 관계에
대해서도 깊이 이해할 수 있을 것입니다.

특히 본 강의는 지오파크 현장에서의 야외 촬영을 통해, 우리나라의 지오파크 지역에 대해 보다 생동감 있게 전달해드리고자
합니다. 수강생 여러분들은 실제 지오파크에 와 있는 듯한 느낌으로 강의를 수강하실 수 있습니다. 지오파크에 분포하는
아름다운 지형들에 대해 배우고 느끼고 감상해보시기 바랍니다.
","
자연과학

                                (수학ㆍ물리ㆍ천문ㆍ지리)
                            "
 인공지능과 모빌리티(AI+Mobility),진행중,http://www.kmooc.kr/courses/course-v1:HonamUniv+HCTL07+2022_AI3/about,호남대학교,"AI 모빌리티 분야를 이해하기 위한 기본적인 모빌리티연계된
데이터분석을 학습하고, 이를 바탕으로 AI 모빌리티 기반의 딥러닝 알고리즘을 이해하고 개발 할 수 있는 다양한융합기술과
실제 현장사례를 통해 인공지능 기반의 응용력을 함양하도록 한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
인공지능과 미래기술 (AI+Future Technology),진행중,http://www.kmooc.kr/courses/course-v1:HonamUniv+HCTL05+2022_AI1/about,호남대학교,"디지털 전환시대를 맞는미래기술분야를인공지능에기반하여미래기술
분야에 대한 배경과 현주소 그리고 미래기술의 방향성을 분석할 수 있고, 시대가변하여도 신기술의도래에대해대응할 수 있는
통합적 사고능력과 논리적 사고를 함양하여 신기술에 적응할 수 있는 능력을함양한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
인공지능과 헬스케어(AI+Health Care),진행중,http://www.kmooc.kr/courses/course-v1:HonamUniv+HCTL08+2022_AI4/about,호남대학교,"AI헬스케어 분야를
이해하기위한기본적인의료데이터분석을학습하고, 이를 바탕으로 AI헬스케어 기반의 딥러닝 알고리즘을 이해하고 개발할
수있는다양한융합기술과실제의료현장에서의사례에 대해 학습한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
 인공지능과 에너지(AI+Energy),진행중,http://www.kmooc.kr/courses/course-v1:HonamUniv+HCTL06+2022_AI2/about,호남대학교,"AI 모빌리티 분야를 이해하기 위한 기본적인 모빌리티연계된
데이터분석을 학습하고, 이를 바탕으로AI 모빌리티 기반의 딥러닝 알고리즘을 이해하고 개발 할 수 있는 다양한융합기술과
실제 현장사례를 통해 인공지능 기반의 응용력을 함양하도록 한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
누구나 쓸 수 있는 메타버스(Metaverse that anyone can use),진행중,http://www.kmooc.kr/courses/course-v1:HonamUniv+HCTL04+2022_mv1/about,호남대학교,"1. 메타버스의 개념과 다양한활용방법을설명할수있다.
2. 메타버스 플랫폼을 3가지 이상 활용하여 목적에 맞는 메타버스 가상공간을 구성할 수 있다.
3. 가상현실을 이해하고 목적에 맞는 교육에 활용할 수 있다.","
공학

                                (컴퓨터ㆍ통신)
                            "
국제무역론,진행중,http://www.kmooc.kr/courses/course-v1:CNUk+MOE_CNU15+2022_2_15/about,충남대학교,"1. 무역발생의 원리
2. 무역의 효과
3. 보호무역
4. 현실에서의 무역의 흐름","
사회과학

                                (경영ㆍ경제)
                            "
재미있는 4차 산업혁명 이야기,진행중,http://www.kmooc.kr/courses/course-v1:JEJUk+JEJU16k+2022_T1/about,제주대학교,"
최근4차산업혁명은우리실생활과사회전반적으로영향을미치고있으며,이러한 4차 산업혁명을 토대로 21세기
새로운비즈니스와일자리를창출하고있다.이에본강좌에서는유럽에서 시작한4차 산업혁명실체를 정확히 이해하고 4차 산업혁명을
이끄는빅데이터,인공지능, 사물인터넷, 클라우드, 로봇 등의 핵심 기술과 이를이용한 지능적인 새로운 서비스를
소개한다.그리고4차산업혁명이 사회분야에 접목하여 새로운 혁신을 이룩한 농업, 공장, 도시분야의 변화된 모습과 새로운
스마트서비스를설명하고자 한다. 향후 이를 바탕으로 4차 산업혁명 핵심 기술을 충실히 이해하여응용하고, 이를 토대로
새로운스마트응용서비스를 개발할 수 있는 능력을 배양하고자 한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
위대한 수업2(GREAT MINDS) : 현실주의자들의 정치,종료(청강가능),http://www.kmooc.kr/courses/course-v1:EBS+EBS019+2022_T1/about,EBS,"
▸ [K-MOOC X EBS] 글로벌 최정상 석학과 리더들이 다시 온다! [위대한 수업 시즌2]
▸ 제인 구달, 제레드 다이아몬드, 제임스 카메론 등 세계를 이끌고 있는 지성들이 직접 준비한 명강연
▸ 2022년 8월 29일부터 EBS를 통한 방송, K-MOOC를 통한 강의 수강 동시 가능
","
사회과학

                                (사회과학)
                            "
디지털 마케팅과 소셜 미디어 브랜드 콘텐츠 전략,진행중,http://www.kmooc.kr/courses/course-v1:EwhaK+EW22001K+2022_W01/about,이화여자대학교,"
*참여 방법
1) K-MOOC 홈페이지 회원가입 및 로그인 (이미 회원가입이 완료된 경우, 추가 회원가입 없이 해당 계정으로 로그인) 
 2) 2022 이화여자대학교 신규개발강좌 4개 중 관심 강좌 1개 이상 수강 신청
3) 수강 신청한 강좌를 확인할 수 있도록 [강좌 첫 페이지] 를 캡쳐하거나 핸드폰으로 촬영
4) 캡처 또는 촬영한 수강 신청 증빙 이미지를 이벤트 응모를 위한 네이버폼에 첨부하고, 추가 정보를 입력 후 제출
※ 이벤트 응모 페이지(네이버폼) : https://naver.me/xEqVOD9m
- 중복 참여 가능하며, 강좌별 네이버폼 작성 (예 : 3개 강좌 수강 신청 시, 네이버폼 3번 작성) 
*이벤트 당첨자 선정: 과목별로 선착순 50명씩, 스타벅스 5,000원 상당의 기프티콘 지급

이수증을 받아봅시다! ‘유종의 미’ 이벤트!

*참여 방법
1) 강좌를 이수한 후, 강좌 내 [진도] 페이지를 캡쳐하거나 핸드폰으로 촬영
2) 캡처 또는 촬영한 수강 신청 증빙 이미지를 이벤트 응모를 위한 네이버폼에 첨부하고, 추가 정보를 입력 후 제출   
※ 이벤트 응모 페이지(네이버폼) : https://naver.me/xEqVK7Rf
- 중복 참여 가능하며, 강좌별 네이버폼 작성 (예 : 3개 강좌 이수완료 시, 네이버폼 3번 작성) 
*이벤트 당첨자 선정: 선착순 100명에게 스타벅스 10,000원 상당의 기프티콘 지급      
        
        

강좌 소개 영상


강좌 소개

수업내용/목표

    최근 기업 및 정부, 교육/의료/보건 공공기관 등을 포함한 수많은 영리/비영리 조직에서 유튜브(YouTube)와 인스타그램(Instagram)으로 대표되는 ‘소셜 브랜드 콘텐츠’ 제작과 이를 활용한 ‘디지털 마케팅(Digital Marketing)’에 혈안이 되어 있습니다. 본 수업은 ‘디지털 마케팅 및 소셜 미디어를 활용한 브랜드 커뮤니케이션’을 배우고 현장 실무에 활용하려고 하는 학생 및 기업인 모두에게 열린 수업입니다.

최근 소셜 미디어 관련 역량을 갖춘 마케팅 전문가에 대한 사회적 수요는 매우 높지만, 대학을 통한 공급은 상대적으로 제한적인 상황입니다. 본 수업은 이러한 불일치를 해소하고 수강생의 취업 및 창업에 도움이 되려고 합니다. 구체적으로, 본 수업에서 수강생들은 성공적인 ‘기업/공공/개인 브랜드’를 만들기 위한 브랜드 콘텐츠(Brand Content) 콘셉트 개발, 브랜드 아이덴티티(Brand Identity) 전략, 그리고 세부적인 소셜 마케팅 광고PR 메시지를 구체화할 실용적인 지식과 전략을 배울 수 있을 것 입니다. 

이 강의의 목표는 아래와 같습니다.

1. 조직의 리더로서 기본적인 디지털 마케팅과 소셜 미디어 커뮤니케이션 소양 및 콘텐츠 기획/제작 능력을 기름 
2. 커뮤니케이션 전략 전문가이자 마케터로서 디지털 마케팅 의사결정에 필요한 판단력과 기획력을 기름
3. 디지털 마케팅과 관련된 주요 심리학/미디어학 이론과 동시에 실무에 활용할 수 있는 다양한 기술과 경영 노하우를 학습함
강좌 미리보기





강좌 운영 계획


강의계획서









주차 
주차명

                과제
              





0 
 강좌 소개
              


1 
 디지털 마케팅과 소셜 미디어 브랜드 콘텐츠
퀴즈



2 
 브랜드 가치 구축과 디지털 마케팅
퀴즈



3 
 브랜드 스토리텔링과 디지털 마케팅
퀴즈



4 
 브랜드 스토리 분석 실습
퀴즈



5 
 스테이크홀더 분석의 이론과 실제
퀴즈



6 
 브랜딩을 위한 스테이크홀더 분석 실습
퀴즈



7 
 디지털 마케팅을 위한 소비자 연구
퀴즈


8
 중간고사
중간고사


9
 디지털 마케팅과 브랜드 크리에이티브
퀴즈


10
 디지털 마케팅에서 SEO와 SEM
퀴즈


11
 소셜 비디오와 검색어 최적화
퀴즈


12
 디지털 마케팅과 소비자 데이터
퀴즈


13
 디지털 마케팅 메트릭과 효과분석
퀴즈


14
 디지털 마케팅 경쟁 프레젠테이션
퀴즈


15
 기말고사
기말고사






강좌운영팀 소개

교수자




유승철 교수
이화여자대학교 커뮤니케이션-미디어학부 교수/포스트휴먼융합인문학협동과정 겸임교수
텍사스 대학교(The Univ. of Texas at Austin) 석사 및 박사
시카고 로욜라대학교(Loyola University Chicago) 교수
㈜제일기획 미디어본부 미디어사업팀 프로 
2021년 문화체육관광부장관 표창 수상(미디어산업 발전 공적)





강좌지원팀



운영팀
이화여자대학교 교육혁신센터
E-mail: ewhamooc@gmail.com






강좌 수강 정보


이수/평가정보
    

이수/평가정보     


과제명
퀴즈
토론
과제
중간고사
기말고사
프레젠테이션




반영비율
15%
15%
20%
15%
15%
20%




※ 총 60% 이상 획득 시, 이수증을 발급받을 수 있습니다.

퀴즈: 각 주차에서 제시
중간고사: 1~7주차 강의내용 평가
기말고사: 9~14주차 강의내용 평가




 
교재 및 참고문헌


특별한 교재가 필요하지 않으며, 참고자료는 아래 참고문헌 목록을 참조해 주시기 바랍니다.
유승철, 정철. “미래병원 병원 브랜딩 그리고 커뮤니케이션” 학지사(2021)

유승철 외. “메디커뮤니케이션 의료커뮤니케이션과 마케팅” 학지사(2022)
유승철 외. “테코레이션 메타버스, 스마트시티 그리고 디지털 옥외광고” 학지사(2021)
강윤지 외. “광고의 미래 넥스트 10년 한 권으로 읽는 광고의 새로운 키워드와 트렌드” 학지사(2021)
유승철. “네이티브 광고” 커뮤니케이션북스(2016)




관련 강좌


                                현재 강좌와 관련있는 강좌를 찾을 수 없습니다.
                            


","
사회과학

                                (사회과학)
                            "
